corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable,estimated_sla_breaches
IND421302AAG_IND421401AAC,10,2.5710685485,2.5835627881,1.0,78.5,31.0,42.5,Carting,1,10
IND141109AAA_IND000000ACA,18,1.2916666664999998,1.4046106646666667,0.5555555555555556,73.0,56.5,37.0,FTL,1,10
IND416606AAA_IND416510AAA,10,2.0,2.1093879977,1.0,30.0,11.5,1273.5,Carting,1,10
IND395023AAA_IND396191AAC,10,2.0529824559999996,2.1587739804000003,1.0,155.0,76.0,237.5,FTL,1,10
IND683511AAA_IND562132AAA,10,2.0620690975,2.0321717110999997,1.0,881.5,426.0,136.0,FTL,1,10
IND561207AAB_IND562108AAA,12,1.3332562445,1.3153624348333335,0.8333333333333334,59.0,46.0,16.5,Carting,1,10
IND583101AAA_IND577535AAC,10,1.771841609,1.8915776242,1.0,76.0,43.0,72.0,FTL,1,10
IND680587AAA_IND68004AAA,10,1.890350877,1.9858831748,1.0,75.5,43.0,27.0,Carting,1,10
IND411033AAA_IND562132AAA,10,1.7390243905,1.7764661323000002,1.0,1069.5,615.0,391.0,FTL,1,10
IND123401AAB_IND123106AAB,10,1.96,1.9119532428,1.0,98.0,50.0,31.5,FTL,1,10
IND577201AAA_IND562132AAA,10,1.7943925235,1.8048378984,1.0,384.0,214.5,90.0,FTL,1,10
IND577132AAD_IND573134AAB,11,1.84,1.787715685818182,0.9090909090909091,53.0,31.0,10.0,FTL,1,10
IND631501AAA_IND631003AAA,10,2.7115384615,2.7574074075999997,1.0,70.5,26.0,42.5,Carting,1,10
IND571111AAB_IND571313AAB,10,1.7169076749999999,1.7445075547000002,1.0,52.5,31.0,11.0,FTL,1,10
IND571124AAA_IND570020AAA,10,3.8109010010000004,4.2893092324,1.0,114.0,30.0,226.5,FTL,1,10
IND635601AAB_IND635802AAB,10,4.3997326205,4.2217366948,1.0,147.5,34.0,21.0,Carting,1,10
IND571430AAA_IND571124AAA,10,1.5322916665,1.6116398878999998,1.0,47.0,31.0,14.0,FTL,1,10
IND416012AAA_IND415612AAA,10,2.8144329900000002,2.8577912848,1.0,273.0,97.0,179.5,FTL,1,10
IND421302AAG_IND401104AAB,10,2.284900285,2.1919381891,1.0,60.0,25.0,216.0,Carting,1,10
IND121004AAA_IND121004AAB,10,2.3833333335,3.4154349817,1.0,33.0,14.5,77.5,Carting,1,10
IND637301AAA_IND638001AAA,10,1.8529411765,1.9107155143,1.0,32.0,18.0,5.5,FTL,1,10
IND246424AAA_IND246174AAA,16,1.256308655,2.523368498375,0.625,175.0,139.0,907.5,FTL,1,10
IND251309AAB_IND131028AAB,10,1.97875817,1.9693420627000002,1.0,139.5,69.5,40.0,FTL,1,10
IND246725AAB_IND246701AAA,10,1.4844155845,1.448186254,1.0,49.0,34.0,9.0,FTL,1,10
IND637408AAA_IND637001AAA,10,1.6966794379999999,1.8037429697,1.0,47.5,29.0,12.0,FTL,1,10
IND131028AAB_IND124507AAA,10,1.9404761905,2.1397042066000003,1.0,83.0,42.0,100.5,FTL,1,10
IND411033AAA_IND521225AAB,10,1.937134503,1.9799581311,1.0,1325.0,684.0,97.5,FTL,1,10
IND416012AAA_IND591237AAB,10,2.301470588,2.316302987,1.0,72.0,31.5,106.0,FTL,1,10
IND610001AAA_IND605010AAB,10,2.0714285715,2.0614589876,1.0,261.0,126.0,21.5,FTL,1,10
IND792130AAB_IND786001AAB,10,2.851381999,2.9828576919,1.0,238.5,83.5,42.5,Carting,1,10
IND785682AAA_IND786001AAB,10,2.1179315475,2.1669577017000003,1.0,135.5,63.0,44.5,FTL,1,10
IND811399AAA_IND209304AAA,10,1.6361138519999998,1.6829822805999999,1.0,526.0,322.0,45.5,FTL,1,10
IND205001AAB_IND209721AAB,10,2.25,2.3002724105,1.0,90.0,40.5,86.5,FTL,1,10
IND783348AAA_IND783129AAA,10,1.9545454544999998,1.9441508104,1.0,85.0,43.5,102.0,FTL,1,10
IND530012AAA_IND501359AAE,10,2.0183961015,2.0648487519,1.0,877.0,433.0,71.0,FTL,1,10
IND431203AAA_IND431112AAB,10,1.9795918365,2.0011515775,1.0,96.0,48.0,60.0,Carting,1,10
IND480001AAA_IND480661AAA,10,1.5535444945,1.7059454550999997,1.0,79.5,51.5,19.0,FTL,1,10
IND500008AAC_IND501359AAE,10,2.4524999999999997,3.7499419348,1.0,58.5,22.0,69.5,Carting,1,10
IND508206AAA_IND507159AAA,12,1.351351351,1.3983672139166667,0.8333333333333334,50.0,37.0,16.5,FTL,1,10
IND332001AAB_IND334001AAB,10,1.612363127,1.6241785924999999,1.0,247.5,153.0,101.5,FTL,1,10
IND508207AAB_IND521225AAB,10,2.169565217,2.2120793165,1.0,249.5,113.5,6.5,FTL,1,10
IND535001AAA_IND530012AAA,10,3.460606061,3.4565899038,1.0,189.5,56.0,62.0,Carting,1,10
IND834002AAB_IND000000ACB,10,1.9330985914999999,1.9512924557999998,1.0,1647.0,852.0,158.5,FTL,1,10
IND207247AAB_IND205001AAB,10,2.2685185185,2.1925925926,1.0,122.5,54.0,98.0,FTL,1,10
IND000000AFT_IND400072AAB,10,1.9736842105,1.9389035088,1.0,37.5,19.0,60.5,Carting,1,10
IND751002AAB_IND530012AAA,10,1.6423792515,1.6258885053,1.0,547.0,331.5,144.0,FTL,1,10
IND515591AAA_IND516269AAA,10,1.676923077,1.7181249999,1.0,109.0,65.0,17.0,FTL,1,10
IND335001AAA_IND125104AAA,10,1.8242647060000001,1.8734095516,1.0,149.5,80.0,40.0,FTL,1,10
IND781018AAB_IND793001AAA,10,2.0251020410000002,1.9927727039,1.0,201.0,99.5,136.0,FTL,1,10
IND816109AAA_IND826004AAA,10,1.8707537725,2.1599799758,1.0,442.5,236.0,53.5,FTL,1,10
IND362001AAA_IND360370AAA,10,2.0652173915,2.2210988142000003,1.0,47.5,23.0,26.0,FTL,1,10
IND360490AAA_IND362001AAA,10,2.3092209855,2.5826702637,1.0,80.5,36.0,26.5,FTL,1,10
IND361305AAC_IND361315AAA,10,1.7029411765,1.6598999283000002,1.0,52.5,31.0,4.5,FTL,1,10
IND360575AAA_IND360510AAB,10,1.7375,1.8325125079,1.0,69.5,40.5,20.5,Carting,1,10
IND843126AAA_IND842001AAA,10,2.2859477125,2.3944035948,1.0,40.0,17.0,506.0,Carting,1,10
IND458990AAA_IND312605AAB,10,2.228448276,2.175169605,1.0,127.0,57.0,255.5,FTL,1,10
IND477001AAB_IND474003AAA,10,4.3679245285,4.7331372468,1.0,231.5,54.5,409.5,FTL,1,10
IND787057AAA_IND787059AAB,10,2.12,2.2922775921,1.0,53.0,24.5,40.0,FTL,1,10
IND854326AAB_IND852131AAA,10,2.1849384095,2.3671517842,1.0,210.5,95.0,115.5,FTL,1,10
IND788713AAA_IND788806AAA,10,2.923076923,3.0693223441,1.0,38.0,13.0,50.0,FTL,1,10
IND202001AAB_IND282002AAD,10,2.0675675675,2.0916119049999997,1.0,155.5,74.0,45.0,FTL,1,10
IND722143AAB_IND723133AAA,10,1.3997599040000002,1.4832081761000002,1.0,73.0,52.0,33.5,FTL,1,10
IND210001AAA_IND210427AAA,10,3.8225288835,3.9006361118,1.0,152.0,40.0,45.5,FTL,1,10
IND501359AAE_IND500039AAC,10,2.158764368,2.200365353,1.0,63.0,29.0,120.5,Carting,1,10
IND462022AAA_IND465669AAB,10,2.11942959,2.0831716503999997,1.0,142.5,68.0,60.0,FTL,1,10
IND000000ACA_IND144514AAA,12,1.8174603175,2.14058855325,0.8333333333333334,114.5,63.0,130.5,FTL,1,10
IND723131AAA_IND722140AAA,12,1.3331653225,1.3971203975833333,0.8333333333333334,42.0,31.0,19.5,FTL,1,10
IND148028AAA_IND147001AAB,10,1.8113207550000001,1.8600228650000001,1.0,96.0,53.0,21.5,FTL,1,10
IND425412AAA_IND425409AAA,10,2.26807564,2.2030411107,1.0,68.0,30.0,7.0,FTL,1,10
IND473226AAA_IND474003AAA,10,1.6711940749999998,2.1355530821,1.0,490.5,294.0,44.5,FTL,1,10
IND786001AAB_IND786184AAA,10,2.076923077,2.469047619,1.0,25.5,13.0,90.5,Carting,1,10
IND802301AAA_IND804401AAA,10,2.333091437,2.2859941944999997,1.0,122.5,52.5,24.5,FTL,1,10
IND209304AAA_IND208006AAA,14,1.5426086955,2.2106757010714286,0.7142857142857143,69.5,25.0,75.5,Carting,1,10
IND415408AAC_IND416012AAA,9,4.367346939,4.885393046222222,1.0,214.0,48.0,218.0,FTL,1,9
IND805110AAD_IND803116AAA,9,2.333333333,2.437873064333333,1.0,49.0,21.0,32.0,FTL,1,9
IND248001AAD_IND131028AAB,9,2.078703704,2.2010816151111112,1.0,449.0,212.0,701.0,Carting,1,9
IND122001AAD_IND122050AAA,10,1.8455882355,2.1930601012,0.9,34.0,19.0,14.5,Carting,1,9
IND282002AAD_IND474003AAA,9,1.516666667,1.6224158423333332,1.0,183.0,121.0,113.0,FTL,1,9
IND794101AAA_IND781018AAB,9,2.408805031,2.409042996444444,1.0,383.0,159.0,147.0,FTL,1,9
IND342005AAD_IND342601AAA,9,2.142857143,2.428528745,1.0,105.0,49.0,174.0,FTL,1,9
IND471001AAA_IND472001AAA,9,1.620253165,1.6008725966666666,1.0,130.0,81.0,28.0,FTL,1,9
IND583119AAA_IND583101AAA,9,4.23255814,3.974523551111111,1.0,182.0,44.0,54.0,FTL,1,9
IND583201AAA_IND583119AAA,9,2.111111111,2.4711980556666666,1.0,57.0,26.0,29.0,FTL,1,9
IND413002AAA_IND421302AAG,9,2.44295302,2.50865098,1.0,728.0,297.0,75.0,FTL,1,9
IND473331AAA_IND473226AAA,9,1.87654321,1.833653734333333,1.0,152.0,82.0,1019.0,FTL,1,9
IND803101AAA_IND805110AAD,9,2.260869565,2.324994249,1.0,52.0,23.0,49.0,FTL,1,9
IND481661AAA_IND842003AAB,9,3.5,3.6231848285555563,1.0,259.0,73.0,41.0,FTL,1,9
IND680712AAA_IND683511AAA,9,1.657894737,1.7176585592222222,1.0,63.0,38.0,24.0,Carting,1,9
IND335513AAA_IND335803AAA,9,1.310344828,1.427347414111111,1.0,38.0,29.0,43.0,Carting,1,9
IND602024AAA_IND602001AAA,9,2.5,2.6776094277777776,1.0,29.0,11.0,23.0,Carting,1,9
IND209625AAA_IND241124AAB,11,1.353846154,1.4052373733636363,0.8181818181818182,88.0,65.0,43.0,FTL,1,9
IND501359AAE_IND515004AAA,9,1.78600823,1.7859980087777778,1.0,434.0,243.0,164.0,FTL,1,9
IND209304AAA_IND282001AAA,9,2.530054645,2.3620808555555555,1.0,463.0,183.0,125.0,FTL,1,9
IND000000ACA_IND142001AAB,9,1.745762712,1.7362144446666667,1.0,98.0,56.0,85.0,FTL,1,9
IND624001AAA_IND624619AAA,11,1.538461538,1.4763196104545455,0.8181818181818182,40.0,27.0,13.0,FTL,1,9
IND210427AAA_IND209304AAA,9,2.991525424,3.654275620555556,1.0,360.0,118.0,36.0,FTL,1,9
IND624001AAA_IND625008AAA,9,1.395833333,1.462717309111111,1.0,68.0,49.0,40.0,FTL,1,9
IND403726AAA_IND403702AAA,9,1.8,1.8267141624444443,1.0,89.0,49.0,73.0,FTL,1,9
IND000000ACB_IND110043AAC,9,1.945454545,1.876230764888889,1.0,107.0,55.0,40.0,Carting,1,9
IND312403AAA_IND312001AAA,9,1.608695652,1.823434011222222,1.0,111.0,68.0,29.0,FTL,1,9
IND505001AAA_IND505302AAB,9,1.35483871,1.468095213,1.0,44.0,34.0,22.0,FTL,1,9
IND410401AAA_IND421302AAG,9,2.47761194,2.6170394524444442,1.0,166.0,67.0,37.0,FTL,1,9
IND124507AAA_IND131028AAB,9,2.260869565,2.55269247,1.0,104.0,45.0,21.0,FTL,1,9
IND627811AAA_IND627401AAA,10,1.5231854839999999,1.6374076031999998,0.9,48.0,31.5,26.5,FTL,1,9
IND505184AAC_IND505001AAB,9,2.083333333,2.2810060817777775,1.0,125.0,62.0,55.0,FTL,1,9
IND641011AAA_IND641062AAD,9,2.542857143,2.8185223407777777,1.0,89.0,34.0,61.0,Carting,1,9
IND000000ACB_IND282002AAD,9,1.905109489,2.0670339656666665,1.0,261.0,136.0,163.0,FTL,1,9
IND600056AAB_IND631501AAA,9,2.363636364,2.270228899888889,1.0,78.0,34.0,103.0,Carting,1,9
IND209101AAA_IND209111AAA,17,1.294117647,1.2848170835882353,0.5294117647058824,33.0,17.0,15.0,FTL,1,9
IND124103AAA_IND127021AAA,9,1.884615385,1.923480083888889,1.0,98.0,52.0,12.0,FTL,1,9
IND507002AAA_IND507167AAA,9,2.727272727,2.7342803493333334,1.0,64.0,22.0,37.0,FTL,1,9
IND000000AAS_IND783370AAC,9,1.766666667,2.090123457,1.0,53.0,30.0,38.0,FTL,1,9
IND321022AAA_IND121004AAB,9,3.219512195,3.084294473222222,1.0,264.0,83.0,31.0,Carting,1,9
IND509103AAB_IND518002AAA,9,2.224137931,2.3478797323333334,1.0,129.0,58.0,16.0,FTL,1,9
IND424304AAC_IND425412AAA,9,1.771428571,1.834510566111111,1.0,65.0,37.0,11.0,FTL,1,9
IND335051AAA_IND335513AAA,10,1.757731959,2.1473922575,0.9,170.5,99.0,144.5,Carting,1,9
IND509358AAA_IND509324AAA,9,1.703703704,2.097282453777778,1.0,45.0,27.0,23.0,FTL,1,9
IND131028AAB_IND201204AAA,9,1.951219512,1.9369994648888889,1.0,87.0,42.0,189.0,FTL,1,9
IND639001AAA_IND624001AAA,9,1.709090909,1.6806617386666667,1.0,94.0,55.0,18.0,FTL,1,9
IND600016AAC_IND600119AAA,11,1.894736842,2.2330406335454547,0.8181818181818182,47.0,22.0,114.0,Carting,1,9
IND509124AAA_IND509103AAB,9,1.820512821,1.9631991303333334,1.0,71.0,39.0,30.0,FTL,1,9
IND147101AAA_IND147105AAA,9,1.391304348,1.38852542,1.0,33.0,23.0,19.0,FTL,1,9
IND581402AAA_IND577401AAA,9,1.625,1.6164221536666665,1.0,114.0,72.0,26.0,FTL,1,9
IND121004AAB_IND121004AAC,9,1.846153846,1.9257478632222222,1.0,24.0,12.0,26.0,Carting,1,9
IND384265AAB_IND385320AAA,11,1.293333333,1.3253241107272726,0.8181818181818182,98.0,75.0,17.0,FTL,1,9
IND571313AAB_IND571440AAA,10,1.3252955085,1.3821560591000002,0.9,60.5,45.0,14.5,FTL,1,9
IND533201AAA_IND533262AAA,9,1.948717949,2.1056943584444445,1.0,75.0,39.0,39.0,FTL,1,9
IND302014AAA_IND303702AAB,9,2.210526316,2.4498569707777778,1.0,84.0,38.0,158.0,FTL,1,9
IND363310AAB_IND382430AAB,9,1.377622378,1.427657990111111,1.0,198.0,143.0,14.0,FTL,1,9
IND176201AAA_IND176303AAA,9,1.602739726,1.6518995184444443,1.0,117.0,74.0,8.0,FTL,1,9
IND700088AAA_IND712311AAA,9,3.428571429,3.087177522333333,1.0,87.0,29.0,253.0,Carting,1,9
IND176110AAB_IND177033AAA,9,2.1,2.0468480556666666,1.0,63.0,30.0,16.0,FTL,1,9
IND441614AAA_IND481001AAA,9,2.296296296,2.255144032777778,1.0,62.0,27.0,26.0,FTL,1,9
IND421302AAG_IND712311AAA,9,2.11577424,2.1145017225555556,1.0,2924.0,1383.0,273.0,FTL,1,9
IND431136AAC_IND431122AAA,9,2.224489796,2.2023981310000003,1.0,218.0,98.0,162.0,FTL,1,9
IND733140AAA_IND733102AAA,9,1.782608696,1.9117286015555557,1.0,44.0,24.0,13.0,Carting,1,9
IND160002AAC_IND147101AAA,9,2.237288136,2.3130556791111108,1.0,148.0,59.0,94.0,FTL,1,9
IND562132AAA_IND570020AAA,9,1.485294118,1.486817651,1.0,204.0,137.0,160.0,FTL,1,9
IND110037AAM_IND110020AAB,9,3.461538462,3.507135995111111,1.0,90.0,25.0,134.0,Carting,1,9
IND160002AAC_IND110037AAM,9,1.805405405,1.8286135013333333,1.0,334.0,185.0,171.0,FTL,1,9
IND422605AAA_IND413709AAA,9,1.739130435,1.7731572353333334,1.0,80.0,45.0,19.0,Carting,1,9
IND425409AAA_IND425406AAA,9,2.277777778,2.320217187,1.0,78.0,36.0,9.0,FTL,1,9
IND110024AAA_IND110014AAA,9,2.0,2.2482363315555554,1.0,14.0,7.0,28.0,Carting,1,9
IND303108AAB_IND303106AAA,9,1.548387097,1.7101403823333332,1.0,48.0,31.0,20.0,FTL,1,9
IND713205AAB_IND722143AAB,9,3.44,3.906715138444445,1.0,86.0,25.0,57.0,FTL,1,9
IND614804AAA_IND614616AAA,16,1.2724867725,1.2427375863749999,0.5625,34.5,27.0,19.0,FTL,1,9
IND425201AAA_IND425508AAB,9,1.947368421,1.9946748367777778,1.0,74.0,38.0,21.0,Carting,1,9
IND303106AAA_IND303002AAA,9,1.52173913,1.5944680542222223,1.0,35.0,20.0,21.0,FTL,1,9
IND562114AAA_IND560048AAB,9,3.076923077,4.057313828222222,1.0,49.0,14.0,13.0,Carting,1,9
IND756032AAA_IND712311AAA,9,2.375,2.7259805515555557,1.0,323.0,136.0,222.0,FTL,1,9
IND570020AAA_IND571301AAA,9,2.4,2.3606167906666666,1.0,59.0,22.0,67.0,FTL,1,9
IND342902A1B_IND302014AAA,9,2.342391304,2.401021509777778,1.0,431.0,184.0,80.0,FTL,1,9
IND683572AAA_IND680307AAA,13,1.363636364,1.6240138067692307,0.6923076923076923,15.0,11.0,21.0,Carting,1,9
IND574227AAA_IND574104AAA,9,1.785714286,2.0434796142222225,1.0,25.0,14.0,7.0,Carting,1,9
IND685514AAA_IND625008AAA,9,1.529411765,1.5460310553333332,1.0,260.0,169.0,60.0,FTL,1,9
IND580028AAA_IND580002AAA,9,3.428571429,3.542183742222222,1.0,72.0,21.0,783.0,FTL,1,9
IND247776AAA_IND251309AAB,9,1.777777778,1.7865497075555556,1.0,32.0,18.0,13.0,FTL,1,9
IND786181AAC_IND792120AAB,9,3.36,3.8327808121111113,1.0,109.0,31.0,87.0,Carting,1,9
IND786190AAA_IND792103AAB,9,2.105263158,2.128962762777778,1.0,80.0,36.0,5.0,Carting,1,9
IND201007AAB_IND110044AAB,10,1.754310345,1.7932731253,0.9,54.0,33.5,96.0,Carting,1,9
IND581303AAA_IND581400AAB,12,1.398246951,1.4005152525,0.75,52.5,41.0,13.0,FTL,1,9
IND581314AAA_IND403726AAA,9,1.801801802,1.842209599222222,1.0,202.0,113.0,4.0,FTL,1,9
IND452001AAC_IND425201AAA,9,2.823529412,2.957605820111111,1.0,47.0,16.0,37.0,Carting,1,9
IND303702AAB_IND332404AAA,8,1.5708333335,1.6370833333750001,1.0,38.5,24.5,24.5,FTL,1,8
IND382430AAB_IND388320AAA,9,1.25,1.432500678222222,0.8888888888888888,79.0,64.0,150.0,FTL,1,8
IND712311AAA_IND712410AAC,9,3.842105263,3.685394840777778,0.8888888888888888,146.0,38.0,74.0,FTL,1,8
IND627005AAA_IND627811AAA,10,1.3936294565,1.4815068465999999,0.8,81.5,59.0,16.5,FTL,1,8
IND400072AAB_IND411033AAA,8,1.98,2.054199237375,1.0,198.5,100.0,58.0,FTL,1,8
IND732103AAB_IND732202AAA,8,3.4055555555000003,3.41483918125,1.0,56.5,16.5,68.5,Carting,1,8
IND847223AAA_IND842001AAA,8,8.737259615500001,7.06367521375,1.0,563.0,64.5,80.5,FTL,1,8
IND723133AAA_IND723130AAA,13,1.4,1.512977945923077,0.6153846153846154,63.0,45.0,13.0,FTL,1,8
IND815353AAA_IND814133AAB,8,1.8772495755,1.849688738,1.0,176.5,93.0,47.5,FTL,1,8
IND712311AAA_IND742101AAC,8,2.94663988,2.979461669375,1.0,443.0,152.5,117.0,FTL,1,8
IND345021AAA_IND342301AAA,10,1.4492424245,1.457312253,0.8,64.5,45.0,20.0,FTL,1,8
IND395023AAA_IND390022AAA,8,1.7358540455,1.857427338875,1.0,213.5,122.5,173.0,FTL,1,8
IND852131AAA_IND852201AAA,8,2.6225108225,2.57190252275,1.0,89.0,33.0,20.0,FTL,1,8
IND400102AAC_IND400052AAA,8,4.007142857,4.810699023125,1.0,47.0,11.0,45.0,Carting,1,8
IND787001AAA_IND787057AAA,8,2.689787234,2.658262411375,1.0,127.5,47.0,42.5,FTL,1,8
IND390022AAA_IND382430AAB,8,1.5857142855,1.660915493,1.0,111.0,70.0,85.0,FTL,1,8
IND854311AAA_IND854334AAA,8,1.732638889,2.24146564325,1.0,31.5,18.5,46.5,FTL,1,8
IND621306AAA_IND625106AAA,12,1.298611111,1.3499667806666666,0.6666666666666666,93.5,72.5,23.5,FTL,1,8
IND382421AAA_IND382721AAA,14,1.31372549,1.3435924369285712,0.5714285714285714,20.0,16.0,23.5,Carting,1,8
IND302004AAA_IND302014AAB,8,2.7589285715000003,3.689211309625,1.0,41.5,15.0,126.0,Carting,1,8
IND722101AAA_IND722122AAA,8,1.8852657005,1.891131815,1.0,37.0,22.0,7.0,Carting,1,8
IND712311AAA_IND781018AAB,8,3.0852022925,3.1977618897499998,1.0,2119.5,685.5,644.5,FTL,1,8
IND313001AAB_IND327001AAB,8,2.7417218544999997,2.7485835657499997,1.0,414.0,151.0,199.0,FTL,1,8
IND783370AAC_IND783301AAA,8,2.6354166665000003,2.622993156375,1.0,126.5,47.5,41.0,FTL,1,8
IND690548AAA_IND688009AAA,15,1.21875,1.2889496971999999,0.5333333333333333,38.0,32.0,25.0,Carting,1,8
IND396321AAA_IND396001AAA,8,1.455026455,1.58183353675,1.0,40.0,26.5,42.5,Carting,1,8
IND781001AAA_IND781018AAB,10,1.9710424715,2.0944599841000002,0.8,70.5,37.0,45.0,Carting,1,8
IND282002AAD_IND281004AAA,8,1.388059701,1.4242149877499999,1.0,93.0,67.0,82.5,FTL,1,8
IND816107AAA_IND826004AAA,8,1.974489796,1.929891359625,1.0,387.0,196.0,33.5,FTL,1,8
IND781014AAA_IND781124AAA,8,2.1717391305,2.4125,1.0,47.0,23.0,30.0,Carting,1,8
IND756019AAA_IND757025AAA,8,2.0804093569999997,2.2762740185,1.0,38.5,19.0,746.5,FTL,1,8
IND000000AFR_IND683511AAA,8,2.0615530305,2.25473094025,1.0,67.0,32.0,11.5,Carting,1,8
IND821307AAA_IND824101AAA,8,1.95,1.965368384125,1.0,39.0,20.0,45.0,FTL,1,8
IND000000AET_IND000000AAS,8,2.4646938775000002,2.39913801375,1.0,119.0,48.5,36.0,FTL,1,8
IND781018AAB_IND781354AAA,8,1.703703704,1.768139730625,1.0,92.0,54.0,110.0,FTL,1,8
IND700028AAB_IND712311AAA,8,2.8529411765,3.342621259125,1.0,48.5,18.0,67.5,Carting,1,8
IND691001AAB_IND683511AAA,9,1.255952381,1.3601249176666665,0.8888888888888888,211.0,168.0,218.0,FTL,1,8
IND384170AAA_IND384265AAB,12,1.2864583335000002,1.3364786254166667,0.6666666666666666,30.0,24.0,4.5,FTL,1,8
IND000000ACB_IND201301AAF,9,1.425,1.501393950111111,0.8888888888888888,113.0,78.0,80.0,Carting,1,8
IND788806AAA_IND788026AAC,8,3.7279411765,3.75453431375,1.0,61.5,16.0,100.0,FTL,1,8
IND673121AAA_IND670645AAB,8,2.207157258,2.340460698625,1.0,69.5,31.5,15.5,Carting,1,8
IND686513AAA_IND686540AAA,8,2.2285714285,2.282955276625,1.0,78.0,35.0,16.0,Carting,1,8
IND395023AAD_IND395001AAA,8,2.25,2.8949175822499997,1.0,28.5,12.5,40.5,Carting,1,8
IND741156AAA_IND742101AAC,8,2.6875,3.059839320625,1.0,86.0,32.0,53.0,Carting,1,8
IND842003AAB_IND480886AAA,8,2.2575757574999997,2.287073520375,1.0,149.0,66.5,61.5,FTL,1,8
IND370001AAA_IND370615AAB,8,1.7727272725,1.771572461125,1.0,80.0,44.0,13.0,FTL,1,8
IND281401AAA_IND321022AAA,9,1.484848485,1.5791608367777779,0.8888888888888888,49.0,33.0,13.0,Carting,1,8
IND736146AAA_IND736135AAA,8,1.631578947,1.737148064375,1.0,93.0,57.0,40.5,FTL,1,8
IND735224AAA_IND736146AAA,8,1.390070922,1.48825327475,1.0,66.0,48.5,16.5,FTL,1,8
IND843320AAA_IND847223AAA,8,2.425,3.2610902255000003,1.0,48.5,20.0,30.5,FTL,1,8
IND396191AAC_IND421302AAG,8,2.609936508,2.614002999625,1.0,327.5,126.0,74.5,FTL,1,8
IND722122AAA_IND713205AAB,8,1.9642857145,2.030801038625,1.0,138.0,70.0,19.0,Carting,1,8
IND501359AAE_IND501141AAA,8,1.6085106385,1.599625973875,1.0,152.0,94.0,133.0,Carting,1,8
IND473226AAA_IND473001AAA,10,1.303846154,1.6493012525000001,0.8,51.5,39.0,27.5,FTL,1,8
IND423106AAA_IND423105AAA,8,1.5276497695,1.8627875006249999,1.0,52.5,34.0,19.0,FTL,1,8
IND411033AAA_IND400072AAB,8,1.8640776694999999,1.914099028,1.0,192.5,103.0,93.5,FTL,1,8
IND501359AAE_IND751002AAB,8,2.018381249,2.0037089411249998,1.0,1480.5,734.0,199.0,FTL,1,8
IND501401AAC_IND500010AAA,8,4.155844156000001,4.56879058425,1.0,53.0,14.5,20.5,Carting,1,8
IND416012AAA_IND415003AAA,8,1.8999335105,1.936295207375,1.0,180.5,96.0,202.5,FTL,1,8
IND507159AAA_IND507002AAA,8,2.0868055555,3.743462009625,1.0,36.5,17.5,652.5,FTL,1,8
IND451666AAA_IND424006AAA,8,2.607347185,2.620657796,1.0,212.5,79.0,34.5,FTL,1,8
IND127021AAA_IND127201AAA,8,1.8421052635000001,2.02396255075,1.0,70.0,38.5,52.5,FTL,1,8
IND243301AAB_IND244901AAB,10,1.3430672265,1.8564369275000001,0.8,113.5,85.0,482.5,FTL,1,8
IND563130AAA_IND563131AAB,10,1.4090909090000001,1.5061744067,0.8,46.0,33.0,41.5,Carting,1,8
IND571114AAA_IND570020AAA,8,4.1349924585,3.956673160625,1.0,213.0,52.0,224.0,FTL,1,8
IND571213AAA_IND571114AAA,8,1.5895522385,1.572874264875,1.0,106.5,66.0,27.5,FTL,1,8
IND571301AAA_IND571111AAB,8,1.913043478,2.025352564,1.0,45.0,23.0,18.0,FTL,1,8
IND515134AAA_IND515591AAA,8,1.587797619,1.591059596125,1.0,77.0,48.0,39.0,FTL,1,8
IND500010AAA_IND501359AAE,8,2.0875160875,2.0986366945,1.0,82.0,36.0,376.5,Carting,1,8
IND485001AAC_IND471001AAA,8,2.1298076925,2.127930331,1.0,221.0,104.0,416.0,FTL,1,8
IND600016AAA_IND600119AAA,8,2.3636363635000004,2.7021470465,1.0,52.0,22.0,22.5,Carting,1,8
IND591304AAA_IND586101AAA,8,1.501033295,1.52802477825,1.0,99.5,67.0,18.0,FTL,1,8
IND591302AAB_IND580028AAA,8,1.944218609,2.340954343625,1.0,158.5,80.5,105.5,FTL,1,8
IND181201AAB_IND181152AAB,8,4.8707983195,4.707344848125,1.0,109.5,23.5,101.5,Carting,1,8
IND500039AAC_IND500035AAD,8,2.636363636,2.570492007875,1.0,29.0,13.0,44.5,Carting,1,8
IND515004AAA_IND562132AAA,8,1.725120773,1.703420250125,1.0,314.0,184.0,105.0,FTL,1,8
IND575004AAB_IND574211AAA,8,2.116013072,3.164777369375,1.0,36.0,17.0,52.5,FTL,1,8
IND533106AAA_IND501359AAE,8,2.1986531984999997,2.433155483875,1.0,653.0,298.0,97.5,FTL,1,8
IND500039AAD_IND501359AAE,8,2.717013889,2.97524174875,1.0,84.0,31.0,266.0,Carting,1,8
IND509324AAA_IND508248AAB,8,2.188655462,2.2455245735,1.0,74.5,34.0,13.0,FTL,1,8
IND509358AAA_IND508248AAB,8,2.200090744,2.27277254,1.0,126.5,58.0,20.5,FTL,1,8
